drug,year,age,gender,geography,antall unike pasienter,prevalens pr 1000,befolkning,aup,ddd
ADHD-midler,2006,Alle,M,Telemark,657,8.021,81907,4727285,271373
ADHD-midler,2006,Alle,M,Troms,312,4.026,77494,1838642.875,114158.539
ADHD-midler,2006,Alle,M,Vest-Agder,630,7.782,80961,3865554.250,257391.266
ADHD-midler,2006,Alle,M,Vestfold,736,6.712,109648,5835977,316451.688
ADHD-midler,2006,Alle,M,Østfold,815,6.323,128894,5245478,371581.125
ADHD-midler,2006,0,F,Akershus,,,14910,,
ADHD-midler,2006,0,F,Aust-Agder,,,2693,,
ADHD-midler,2006,0,F,Buskerud,0,0,0,0,0
ADHD-midler,2006,0,F,Finnmark,0,0,0,0,0
ADHD-midler,2006,0,F,Hedmark,0,0,0,0,0
ADHD-midler,2006,0,F,Hordaland,0,0,0,0,0
ADHD-midler,2006,0,F,Møre og Romsdal,0,0,0,0,0
ADHD-midler,2006,0,F,Nordland,,,5736,,
ADHD-midler,2006,0,F,Nord-Trøndelag,0,0,0,0,0
ADHD-midler,2006,0,F,Oppland,0,0,0,0,0
ADHD-midler,2006,0,F,Oslo,0,0,0,0,0
ADHD-midler,2006,0,F,Rogaland,,,12370,,
ADHD-midler,2006,0,F,Sogn og Fjordane,0,0,0,0,0
ADHD-midler,2006,0,F,Sør-Trøndelag,0,0,0,0,0
ADHD-midler,2006,0,F,Telemark,,,3932,,
ADHD-midler,2006,0,F,Troms,0,0,0,0,0
ADHD-midler,2006,0,F,Vest-Agder,0,0,0,0,0
ADHD-midler,2006,0,F,Vestfold,0,0,0,0,0
ADHD-midler,2006,0,F,Østfold,,,6492,,
ADHD-midler,2006,0,M,Akershus,,,15530,,
ADHD-midler,2006,0,M,Aust-Agder,0,0,0,0,0
ADHD-midler,2006,0,M,Buskerud,,,6669,,
ADHD-midler,2006,0,M,Finnmark,0,0,0,0,0
ADHD-midler,2006,0,M,Hedmark,,,4422,,
ADHD-midler,2006,0,M,Hordaland,,,13566,,
ADHD-midler,2006,0,M,Møre og Romsdal,,,6685,,
ADHD-midler,2006,0,M,Nordland,,,6066,,
ADHD-midler,2006,0,M,Nord-Trøndelag,,,3520,,
ADHD-midler,2006,0,M,Oppland,,,4440,,
ADHD-midler,2006,0,M,Oslo,0,0,0,0,0
ADHD-midler,2006,0,M,Rogaland,,,12686,,
ADHD-midler,2006,0,M,Sogn og Fjordane,0,0,0,0,0
ADHD-midler,2006,0,M,Sør-Trøndelag,0,0,0,0,0
ADHD-midler,2006,0,M,Telemark,,,4017,,
ADHD-midler,2006,0,M,Troms,0,0,0,0,0
ADHD-midler,2006,0,M,Vest-Agder,0,0,0,0,0
ADHD-midler,2006,0,M,Vestfold,,,5880,,
ADHD-midler,2006,0,M,Østfold,0,0,0,0,0
ADHD-midler,2006,5,F,Akershus,28,1.601,17494,142603.062,8761.033
ADHD-midler,2006,5,F,Aust-Agder,26,7.864,3306,104557.938,5749.417
ADHD-midler,2006,5,F,Buskerud,25,3.289,7602,177692.594,7096.675
ADHD-midler,2006,5,F,Finnmark,,,2448,,
ADHD-midler,2006,5,F,Hedmark,20,3.703,5401,107580.977,8608.667
ADHD-midler,2006,5,F,Hordaland,25,1.651,15143,143827.594,7643.033
ADHD-midler,2006,5,F,Møre og Romsdal,29,3.663,7918,158667.125,6841.950
ADHD-midler,2006,5,F,Nordland,25,3.422,7306,153516.656,7546.441
ADHD-midler,2006,5,F,Nord-Trøndelag,10,2.377,4207,78473,3374.867
ADHD-midler,2006,5,F,Oppland,15,2.745,5464,85163.562,6024.533
ADHD-midler,2006,5,F,Oslo,31,2.179,14228,186504.500,7789.592
ADHD-midler,2006,5,F,Rogaland,49,3.421,14323,313082.656,15208.446
ADHD-midler,2006,5,F,Sogn og Fjordane,,,3444,,
ADHD-midler,2006,5,F,Sør-Trøndelag,21,2.424,8664,89299.328,4205.461
ADHD-midler,2006,5,F,Telemark,19,3.835,4954,115273.742,5064.375
ADHD-midler,2006,5,F,Troms,18,3.727,4830,75807.898,4392.104
ADHD-midler,2006,5,F,Vest-Agder,9,1.647,5463,48788.199,2811.067
ADHD-midler,2006,5,F,Vestfold,25,3.594,6956,162297.094,8097.008
ADHD-midler,2006,5,F,Østfold,23,2.874,8004,134378,8880.354
ADHD-midler,2006,5,M,Akershus,139,7.536,18446,821525.625,40548.773
ADHD-midler,2006,5,M,Aust-Agder,60,16.575,3620,299137.781,15247.524
ADHD-midler,2006,5,M,Buskerud,110,13.688,8036,694009.125,34098.121
ADHD-midler,2006,5,M,Finnmark,26,10.232,2541,172710.406,7563.700
ADHD-midler,2006,5,M,Hedmark,93,16.293,5708,483784.938,32196.117
ADHD-midler,2006,5,M,Hordaland,105,6.818,15401,792803.875,30801.078
ADHD-midler,2006,5,M,Møre og Romsdal,98,11.830,8284,718000.688,28703.547
ADHD-midler,2006,5,M,Nordland,109,14.233,7658,647300.875,37217.652
ADHD-midler,2006,5,M,Nord-Trøndelag,49,10.913,4490,372629.500,18272.133
ADHD-midler,2006,5,M,Oppland,56,9.919,5646,308978.219,21427.324
ADHD-midler,2006,5,M,Oslo,123,8.202,14997,781242.812,34094.156
ADHD-midler,2006,5,M,Rogaland,202,13.504,14959,1275091.750,59227.367
ADHD-midler,2006,5,M,Sogn og Fjordane,48,12.882,3726,284797.812,13893.346
ADHD-midler,2006,5,M,Sør-Trøndelag,67,7.269,9217,560274.938,31261.367
ADHD-midler,2006,5,M,Telemark,82,16.142,5080,477110.688,27024.674
ADHD-midler,2006,5,M,Troms,46,8.812,5220,219781.031,14008.235
ADHD-midler,2006,5,M,Vest-Agder,54,9.419,5733,286899.031,17750.250
ADHD-midler,2006,5,M,Vestfold,87,12.129,7173,582504.812,29775.545
ADHD-midler,2006,5,M,Østfold,84,9.887,8496,445642.125,32778.781
ADHD-midler,2006,10,F,Akershus,136,7.577,17950,872070.625,48642.172
ADHD-midler,2006,10,F,Aust-Agder,59,16.582,3558,315987.469,16217.462
ADHD-midler,2006,10,F,Buskerud,93,11.846,7851,731022.125,33021.660
ADHD-midler,2006,10,F,Finnmark,24,9.592,2502,157196.547,7752.083
ADHD-midler,2006,10,F,Hedmark,64,10.804,5924,517577.469,23872.996
ADHD-midler,2006,10,F,Hordaland,71,4.634,15320,493697.125,24214.551
ADHD-midler,2006,10,F,Møre og Romsdal,71,8.625,8232,520603,23394.342
ADHD-midler,2006,10,F,Nordland,119,14.719,8085,781969.750,38145.820
ADHD-midler,2006,10,F,Nord-Trøndelag,39,8.445,4618,349522,15157.979
ADHD-midler,2006,10,F,Oppland,34,5.899,5764,220327.594,13451.150
ADHD-midler,2006,10,F,Oslo,86,6.645,12942,518790.844,29383.396
ADHD-midler,2006,10,F,Rogaland,131,9.060,14459,873787.625,45770.520
ADHD-midler,2006,10,F,Sogn og Fjordane,37,9.747,3796,255434.391,11797.479
ADHD-midler,2006,10,F,Sør-Trøndelag,49,5.391,9089,311349.969,16043.459
ADHD-midler,2006,10,F,Telemark,64,11.898,5379,451564.188,23557.250
ADHD-midler,2006,10,F,Troms,31,5.972,5191,152727.531,7912.110
ADHD-midler,2006,10,F,Vest-Agder,30,5.133,5845,204131.297,12446.938
ADHD-midler,2006,10,F,Vestfold,76,10.397,7310,625143.312,26013.795
ADHD-midler,2006,10,F,Østfold,97,11.537,8408,611320.500,39394.676
ADHD-midler,2006,10,M,Akershus,509,27.040,18824,3866284,205289.266
ADHD-midler,2006,10,M,Aust-Agder,168,44.908,3741,1052749.625,51819.695
ADHD-midler,2006,10,M,Buskerud,365,44.906,8128,3122217.750,155103.062
ADHD-midler,2006,10,M,Finnmark,97,34.993,2772,690218.500,36390.277
ADHD-midler,2006,10,M,Hedmark,253,40.623,6228,1982414.125,119794.555
ADHD-midler,2006,10,M,Hordaland,310,18.875,16424,2566350.750,119356.461
ADHD-midler,2006,10,M,Møre og Romsdal,301,34.550,8712,2321410.250,98266.211
ADHD-midler,2006,10,M,Nordland,369,42.654,8651,2560481.500,141636.562
ADHD-midler,2006,10,M,Nord-Trøndelag,140,29.536,4740,988605.125,57377.879
ADHD-midler,2006,10,M,Oppland,163,26.708,6103,1243190,79663.289
ADHD-midler,2006,10,M,Oslo,341,24.753,13776,2414936.500,126639.125
ADHD-midler,2006,10,M,Rogaland,475,30.937,15354,3709143.250,199197.766
ADHD-midler,2006,10,M,Sogn og Fjordane,126,31.173,4042,1042716.438,47124.488
ADHD-midler,2006,10,M,Sør-Trøndelag,244,26.057,9364,1701902.875,83607.805
ADHD-midler,2006,10,M,Telemark,225,39.809,5652,1808128.750,98607.648
ADHD-midler,2006,10,M,Troms,123,22.051,5578,894917.625,49550.141
ADHD-midler,2006,10,M,Vest-Agder,181,29.335,6170,1208013.750,73719.805
ADHD-midler,2006,10,M,Vestfold,228,28.912,7886,1911637.500,92648.133
ADHD-midler,2006,10,M,Østfold,296,32.904,8996,2062792.875,136396.969
ADHD-midler,2006,15,F,Akershus,162,9.589,16895,1197677.250,57660.500
ADHD-midler,2006,15,F,Aust-Agder,63,17.613,3577,341291.906,17042.012
ADHD-midler,2006,15,F,Buskerud,120,15.379,7803,929631,47715.184
ADHD-midler,2006,15,F,Finnmark,25,10.318,2423,160457.203,8842.583
ADHD-midler,2006,15,F,Hedmark,57,9.606,5934,402840.844,26087.820
ADHD-midler,2006,15,F,Hordaland,75,4.946,15163,469929.906,24582.279
ADHD-midler,2006,15,F,Møre og Romsdal,71,8.567,8288,370097.031,19406.371
ADHD-midler,2006,15,F,Nordland,122,15.296,7976,672367.375,36231.148
ADHD-midler,2006,15,F,Nord-Trøndelag,34,7.661,4438,148931.594,10293.500
ADHD-midler,2006,15,F,Oppland,34,6.018,5650,202076.891,12423.294
ADHD-midler,2006,15,F,Oslo,130,9.893,13141,828890.062,47141.508
ADHD-midler,2006,15,F,Rogaland,121,8.668,13960,851715.250,44301.691
ADHD-midler,2006,15,F,Sogn og Fjordane,27,7.137,3783,158502.094,8370.217
ADHD-midler,2006,15,F,Sør-Trøndelag,71,7.926,8958,341492.500,21522.596
ADHD-midler,2006,15,F,Telemark,74,13.420,5514,446627.188,26725.725
ADHD-midler,2006,15,F,Troms,43,8.647,4973,264334.625,16275.793
ADHD-midler,2006,15,F,Vest-Agder,44,7.626,5770,354704.062,17687.094
ADHD-midler,2006,15,F,Vestfold,89,11.889,7486,592069.188,31159.492
ADHD-midler,2006,15,F,Østfold,112,13.672,8192,628068.562,42265.535
ADHD-midler,2006,15,M,Akershus,370,20.568,17989,2882348.500,152927.906
ADHD-midler,2006,15,M,Aust-Agder,127,34.417,3690,862053.250,41008.750
ADHD-midler,2006,15,M,Buskerud,263,32.085,8197,2365941.250,121888.023
ADHD-midler,2006,15,M,Finnmark,63,24.774,2543,454287.094,22525.893
ADHD-midler,2006,15,M,Hedmark,155,24.599,6301,1205826,70991.445
ADHD-midler,2006,15,M,Hordaland,197,12.438,15838,1416418.625,73372.195
ADHD-midler,2006,15,M,Møre og Romsdal,216,24.457,8832,1537011.875,70957.203
ADHD-midler,2006,15,M,Nordland,229,27.005,8480,1673185.375,88344.336
ADHD-midler,2006,15,M,Nord-Trøndelag,73,15.177,4810,465498.656,27766.600
ADHD-midler,2006,15,M,Oppland,106,17.637,6010,764667.500,46979.316
ADHD-midler,2006,15,M,Oslo,237,17.915,13229,1491331.250,81796.469
ADHD-midler,2006,15,M,Rogaland,341,22.799,14957,2770922.750,150793.172
ADHD-midler,2006,15,M,Sogn og Fjordane,77,19.126,4026,649666.500,30711.051
ADHD-midler,2006,15,M,Sør-Trøndelag,203,21.960,9244,1411400.250,77671.305
ADHD-midler,2006,15,M,Telemark,165,28.731,5743,1286268.375,73081.594
ADHD-midler,2006,15,M,Troms,78,14.547,5362,469730,29860.246
ADHD-midler,2006,15,M,Vest-Agder,145,24.288,5970,977858.188,54902.867
ADHD-midler,2006,15,M,Vestfold,175,22.586,7748,1587361.875,71579.258
ADHD-midler,2006,15,M,Østfold,221,25.537,8654,1656002.750,101712.992
ADHD-midler,2006,20,F,Akershus,31,2.444,12682,72511.250,8765.241
ADHD-midler,2006,20,F,Aust-Agder,19,5.939,3199,89159.602,5959.650
ADHD-midler,2006,20,F,Buskerud,33,4.863,6786,279331.219,11858.822
ADHD-midler,2006,20,F,Finnmark,9,4.290,2098,38753.301,2538
ADHD-midler,2006,20,F,Hedmark,20,4.011,4986,109588,7336.454
ADHD-midler,2006,20,F,Hordaland,33,2.347,14058,138095.609,11007.971
ADHD-midler,2006,20,F,Møre og Romsdal,35,4.759,7354,143801.984,9607.267
ADHD-midler,2006,20,F,Nordland,25,3.740,6684,113403.703,6293.833
ADHD-midler,2006,20,F,Nord-Trøndelag,22,5.688,3868,98249.430,8695
ADHD-midler,2006,20,F,Oppland,9,1.876,4798,52656.852,3621.333
ADHD-midler,2006,20,F,Oslo,45,2.636,17069,223644.094,16734.566
ADHD-midler,2006,20,F,Rogaland,33,2.565,12865,190338.625,13097.575
ADHD-midler,2006,20,F,Sogn og Fjordane,14,4.419,3168,121424.602,4317.767
ADHD-midler,2006,20,F,Sør-Trøndelag,24,2.803,8561,135839.203,10773.392
ADHD-midler,2006,20,F,Telemark,22,4.715,4666,133480.969,8311.422
ADHD-midler,2006,20,F,Troms,7,1.564,4476,10258.580,1160
ADHD-midler,2006,20,F,Vest-Agder,33,6.580,5015,166263.297,11212.184
ADHD-midler,2006,20,F,Vestfold,29,4.656,6228,199037.234,11129.253
ADHD-midler,2006,20,F,Østfold,24,3.400,7058,103439.820,9261.774
ADHD-midler,2006,20,M,Akershus,80,5.830,13722,379569.406,25437.275
ADHD-midler,2006,20,M,Aust-Agder,45,13.074,3442,186345.922,12866.416
ADHD-midler,2006,20,M,Buskerud,74,10.523,7032,545463.562,25662.652
ADHD-midler,2006,20,M,Finnmark,18,8.253,2181,55828.480,3759.083
ADHD-midler,2006,20,M,Hedmark,31,5.794,5350,220240.625,13620.833
ADHD-midler,2006,20,M,Hordaland,52,3.533,14720,201062.797,14946.562
ADHD-midler,2006,20,M,Møre og Romsdal,61,7.585,8042,247971.906,15730.134
ADHD-midler,2006,20,M,Nordland,51,6.927,7362,301031.688,15652.200
ADHD-midler,2006,20,M,Nord-Trøndelag,46,11.759,3912,252760.500,16599.584
ADHD-midler,2006,20,M,Oppland,31,5.866,5285,109436.266,10753.147
ADHD-midler,2006,20,M,Oslo,55,3.554,15477,189697.406,15914.483
ADHD-midler,2006,20,M,Rogaland,50,3.781,13224,297357.656,17302.725
ADHD-midler,2006,20,M,Sogn og Fjordane,28,8.083,3464,180017.953,9407.208
ADHD-midler,2006,20,M,Sør-Trøndelag,46,5.217,8818,188627.344,18997.104
ADHD-midler,2006,20,M,Telemark,53,10.493,5051,317311.312,18312.420
ADHD-midler,2006,20,M,Troms,22,4.532,4854,105102.602,7878.667
ADHD-midler,2006,20,M,Vest-Agder,52,9.383,5542,244110.375,20006.250
ADHD-midler,2006,20,M,Vestfold,73,11.024,6622,533678.625,34822.301
ADHD-midler,2006,20,M,Østfold,52,7.141,7282,248538.844,20666.166
ADHD-midler,2006,25,F,Akershus,36,2.835,12697,147122.797,12694.763
ADHD-midler,2006,25,F,Aust-Agder,16,5.650,2832,123527.578,8368.549
ADHD-midler,2006,25,F,Buskerud,17,2.510,6772,111318.648,4837.146
ADHD-midler,2006,25,F,Finnmark,5,2.622,1907,41140.660,2086
ADHD-midler,2006,25,F,Hedmark,12,2.737,4384,67216.102,3513.938
ADHD-midler,2006,25,F,Hordaland,17,1.159,14671,85672.898,6645.083
ADHD-midler,2006,25,F,Møre og Romsdal,18,2.765,6510,87633.945,6385.833
ADHD-midler,2006,25,F,Nordland,19,3.191,5955,148042.703,7788.833
ADHD-midler,2006,25,F,Nord-Trøndelag,7,2.232,3136,53427.461,3867.580
ADHD-midler,2006,25,F,Oppland,11,2.472,4449,39560.301,3177.471
ADHD-midler,2006,25,F,Oslo,41,1.492,27482,185316.453,13249.029
ADHD-midler,2006,25,F,Rogaland,27,2.048,13186,181484,10434
ADHD-midler,2006,25,F,Sogn og Fjordane,11,4.009,2744,47581.918,3223
ADHD-midler,2006,25,F,Sør-Trøndelag,18,2.006,8972,80333.203,5931.333
ADHD-midler,2006,25,F,Telemark,5,1.161,4307,26770.801,2386.667
ADHD-midler,2006,25,F,Troms,6,1.330,4512,34961.102,3522.667
ADHD-midler,2006,25,F,Vest-Agder,18,3.623,4968,104408.398,7471.050
ADHD-midler,2006,25,F,Vestfold,26,4.466,5822,172248.906,14820.561
ADHD-midler,2006,25,F,Østfold,23,3.271,7031,49538.391,6568.438
ADHD-midler,2006,25,M,Akershus,54,4.410,12246,346984.406,21478.967
ADHD-midler,2006,25,M,Aust-Agder,31,10.459,2964,157729.500,13301.333
ADHD-midler,2006,25,M,Buskerud,37,5.436,6807,263848.500,15791.691
ADHD-midler,2006,25,M,Finnmark,12,5.621,2135,131337.703,5821.500
ADHD-midler,2006,25,M,Hedmark,18,3.838,4690,203483.797,9761.542
ADHD-midler,2006,25,M,Hordaland,53,3.480,15232,231924.438,19887.666
ADHD-midler,2006,25,M,Møre og Romsdal,38,5.444,6980,159951.938,12892.104
ADHD-midler,2006,25,M,Nordland,37,5.713,6477,226418.125,12598
ADHD-midler,2006,25,M,Nord-Trøndelag,21,6.228,3372,126826.602,10713.737
ADHD-midler,2006,25,M,Oppland,25,5.310,4708,135749.094,13142.300
ADHD-midler,2006,25,M,Oslo,60,2.453,24462,270476.656,20939.992
ADHD-midler,2006,25,M,Rogaland,45,3.278,13726,283442.438,18610.127
ADHD-midler,2006,25,M,Sogn og Fjordane,19,6.700,2836,122090.727,10310.833
ADHD-midler,2006,25,M,Sør-Trøndelag,33,3.422,9643,181512.203,13343.854
ADHD-midler,2006,25,M,Telemark,28,6.096,4593,136552.219,10359.007
ADHD-midler,2006,25,M,Troms,13,2.727,4768,43321.125,3719.417
ADHD-midler,2006,25,M,Vest-Agder,48,9.204,5215,256780.094,19352.250
ADHD-midler,2006,25,M,Vestfold,32,5.342,5990,198219.641,12832.800
ADHD-midler,2006,25,M,Østfold,29,4.063,7138,110875.672,9591.366
ADHD-midler,2006,30,F,Akershus,39,2.304,16929,88901.680,10758.666
ADHD-midler,2006,30,F,Aust-Agder,16,4.848,3300,163331.219,9800.320
ADHD-midler,2006,30,F,Buskerud,24,2.925,8204,240735.953,12508.271
ADHD-midler,2006,30,F,Finnmark,,,2503,,
ADHD-midler,2006,30,F,Hedmark,14,2.594,5398,31503.400,4173.804
ADHD-midler,2006,30,F,Hordaland,22,1.390,15822,165199.297,11827.166
ADHD-midler,2006,30,F,Møre og Romsdal,21,3.040,6909,66613.703,7024.667
ADHD-midler,2006,30,F,Nordland,16,2.329,6871,98652.695,4864.721
ADHD-midler,2006,30,F,Nord-Trøndelag,11,3.052,3604,64371.520,6308
ADHD-midler,2006,30,F,Oppland,15,2.771,5414,68098.859,6194.667
ADHD-midler,2006,30,F,Oslo,36,1.244,28934,180907.297,15229.166
ADHD-midler,2006,30,F,Rogaland,17,1.223,13904,84876.898,8376
ADHD-midler,2006,30,F,Sogn og Fjordane,6,2.113,2839,48131,3536.250
ADHD-midler,2006,30,F,Sør-Trøndelag,25,2.593,9642,74199.523,8212.583
ADHD-midler,2006,30,F,Telemark,13,2.561,5076,87548.398,5464.333
ADHD-midler,2006,30,F,Troms,7,1.338,5232,24201.400,3013.667
ADHD-midler,2006,30,F,Vest-Agder,23,4.262,5397,114046.297,9490.633
ADHD-midler,2006,30,F,Vestfold,36,5.119,7032,257049.797,21071.467
ADHD-midler,2006,30,F,Østfold,20,2.372,8430,115366.641,8918.738
ADHD-midler,2006,30,M,Akershus,50,3.135,15948,370319.844,22629.859
ADHD-midler,2006,30,M,Aust-Agder,33,9.615,3432,180031.469,13606
ADHD-midler,2006,30,M,Buskerud,39,4.699,8300,425708.344,23647.121
ADHD-midler,2006,30,M,Finnmark,14,5.638,2483,61322.820,6940.667
ADHD-midler,2006,30,M,Hedmark,17,3.131,5430,112656.797,12945.050
ADHD-midler,2006,30,M,Hordaland,37,2.219,16672,188674.766,14875.833
ADHD-midler,2006,30,M,Møre og Romsdal,34,4.591,7406,205092.125,14594.670
ADHD-midler,2006,30,M,Nordland,24,3.595,6676,128721.703,9830.500
ADHD-midler,2006,30,M,Nord-Trøndelag,20,5.594,3575,126401.992,10491.670
ADHD-midler,2006,30,M,Oppland,28,5.082,5510,124956.289,12368.438
ADHD-midler,2006,30,M,Oslo,47,1.564,30050,227703.156,16888.275
ADHD-midler,2006,30,M,Rogaland,45,3.064,14685,200799.797,15153.258
ADHD-midler,2006,30,M,Sogn og Fjordane,10,3.267,3061,47541.102,3397.167
ADHD-midler,2006,30,M,Sør-Trøndelag,30,2.902,10337,136885.719,12254.083
ADHD-midler,2006,30,M,Telemark,26,5.059,5139,193044.703,9282.816
ADHD-midler,2006,30,M,Troms,10,1.826,5476,32480.699,2281.167
ADHD-midler,2006,30,M,Vest-Agder,30,5.539,5416,165493.297,14089.310
ADHD-midler,2006,30,M,Vestfold,39,5.718,6820,281275.125,17989.549
ADHD-midler,2006,30,M,Østfold,37,4.374,8460,186657.078,18977.004
ADHD-midler,2006,35,F,Akershus,47,2.206,21310,222221.766,18061.400
ADHD-midler,2006,35,F,Aust-Agder,12,3.262,3679,88613.844,7791.333
ADHD-midler,2006,35,F,Buskerud,16,1.700,9414,116617.195,5502.167
ADHD-midler,2006,35,F,Finnmark,9,3.184,2827,64461.176,2432.750
ADHD-midler,2006,35,F,Hedmark,10,1.534,6520,92699.500,8183.500
ADHD-midler,2006,35,F,Hordaland,23,1.368,16818,115691.047,8662
ADHD-midler,2006,35,F,Møre og Romsdal,19,2.255,8424,63216,6872.667
ADHD-midler,2006,35,F,Nordland,9,1.096,8214,44811.941,2961.667
ADHD-midler,2006,35,F,Nord-Trøndelag,16,3.618,4422,94996.602,8860.666
ADHD-midler,2006,35,F,Oppland,15,2.301,6520,80489.938,5491.667
ADHD-midler,2006,35,F,Oslo,41,1.783,22994,217247.938,18976.750
ADHD-midler,2006,35,F,Rogaland,31,2.032,15255,217121.359,15177.646
ADHD-midler,2006,35,F,Sogn og Fjordane,5,1.422,3517,26779.500,1848
ADHD-midler,2006,35,F,Sør-Trøndelag,15,1.427,10508,89022.977,6172.900
ADHD-midler,2006,35,F,Telemark,14,2.374,5897,84558.203,5310.771
ADHD-midler,2006,35,F,Troms,5,0.859,5818,14315,1826.667
ADHD-midler,2006,35,F,Vest-Agder,15,2.609,5750,65929.102,6188.021
ADHD-midler,2006,35,F,Vestfold,30,3.650,8220,260513.188,20805.416
ADHD-midler,2006,35,F,Østfold,23,2.315,9935,131152,14343.333
ADHD-midler,2006,35,M,Akershus,50,2.434,20544,380893.188,25170.332
ADHD-midler,2006,35,M,Aust-Agder,24,6.319,3798,141194.266,10089.250
ADHD-midler,2006,35,M,Buskerud,26,2.734,9510,182155.094,11983.883
ADHD-midler,2006,35,M,Finnmark,14,4.569,3064,107776.891,8723.666
ADHD-midler,2006,35,M,Hedmark,20,3.003,6660,145091.297,7655.333
ADHD-midler,2006,35,M,Hordaland,34,1.960,17348,209555.125,14835.416
ADHD-midler,2006,35,M,Møre og Romsdal,25,2.834,8821,160557,12794.145
ADHD-midler,2006,35,M,Nordland,23,2.667,8625,105681.672,10540.333
ADHD-midler,2006,35,M,Nord-Trøndelag,11,2.461,4470,36957.023,3187.250
ADHD-midler,2006,35,M,Oppland,14,2.093,6688,63006.602,5856.667
ADHD-midler,2006,35,M,Oslo,47,1.853,25364,193578.844,17201.758
ADHD-midler,2006,35,M,Rogaland,28,1.769,15830,206292.344,11405.433
ADHD-midler,2006,35,M,Sogn og Fjordane,11,3.014,3650,70524.812,5349.667
ADHD-midler,2006,35,M,Sør-Trøndelag,23,2.122,10840,188299.812,13758.510
ADHD-midler,2006,35,M,Telemark,31,5.122,6052,242720.422,14735.333
ADHD-midler,2006,35,M,Troms,12,1.959,6127,43518.320,4167.333
ADHD-midler,2006,35,M,Vest-Agder,48,7.848,6116,278716.094,19880
ADHD-midler,2006,35,M,Vestfold,30,3.662,8192,158229.859,15002.833
ADHD-midler,2006,35,M,Østfold,43,4.316,9962,285548.562,29516.596
ADHD-midler,2006,40,F,Akershus,31,1.454,21318,213627.078,16540.832
ADHD-midler,2006,40,F,Aust-Agder,9,2.475,3636,74681.656,4446.667
ADHD-midler,2006,40,F,Buskerud,13,1.448,8976,111957.219,5203.054
ADHD-midler,2006,40,F,Finnmark,5,1.947,2568,34363.039,2791.333
ADHD-midler,2006,40,F,Hedmark,15,2.275,6592,90503.602,6132.333
ADHD-midler,2006,40,F,Hordaland,16,1.029,15544,84219.383,7698.542
ADHD-midler,2006,40,F,Møre og Romsdal,16,2.060,7768,53825.809,3225.583
ADHD-midler,2006,40,F,Nordland,7,0.844,8296,55268.500,3162
