drug,year,age,gender,geography,antall unike pasienter,prevalens pr 1000,befolkning,aup,ddd
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,35,M,Østfold,393,39.339,9990,768953.625,161011.250
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Akershus,1078,54.073,19936,1589253.500,379346.750
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Aust-Agder,209,59.341,3522,308245.062,69500.305
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Buskerud,576,66.574,8652,900486.500,211602.953
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Finnmark,198,78.696,2516,310404.875,72841
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Hedmark,437,68.603,6370,710123.562,167449.922
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Hordaland,852,56.800,15000,1291156.875,307434.594
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Møre og Romsdal,449,57.446,7816,632406.625,141890.438
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Nordland,555,68.824,8064,826872.188,197624.047
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Nord-Trøndelag,285,67.938,4195,418900.156,105928.781
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Oppland,429,67.474,6358,654436,161014.812
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Oslo,953,51.319,18570,1425241.125,342462.125
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Rogaland,729,53.204,13702,1083712.500,268941.031
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Sogn og Fjordane,209,60.615,3448,278073.188,70824.375
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Sør-Trøndelag,509,54.276,9378,719056.812,173184.406
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Telemark,354,62.721,5644,557181.562,134891.109
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Troms,323,60.703,5321,484635.812,110731.328
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Vest-Agder,296,53.257,5558,447147.344,112706.555
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Vestfold,496,62.249,7968,711229.062,177492.953
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,F,Østfold,682,76.535,8911,1092732.750,249200.047
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Akershus,1094,54.711,19996,2507167.250,568565.562
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Aust-Agder,185,53.437,3462,382606.656,87974.289
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Buskerud,589,65.795,8952,1272551.375,294328.156
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Finnmark,167,61.715,2706,327582.594,83823.273
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Hedmark,516,79.679,6476,1193278.500,257183.359
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Hordaland,832,51.906,16029,1843602.625,431975.438
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Møre og Romsdal,433,51.584,8394,952347.688,215419.469
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Nordland,520,62.290,8348,1107695.625,267764.406
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Nord-Trøndelag,258,57.410,4494,526316.188,121508.914
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Oppland,377,58.513,6443,738101,176207.594
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Oslo,933,46.464,20080,1993768.625,459521.438
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Rogaland,730,50.772,14378,1634844.750,388979.688
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Sogn og Fjordane,221,57.165,3866,404866.938,94175.969
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Sør-Trøndelag,443,45.628,9709,949813.938,217734.547
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Telemark,335,59.166,5662,778617.312,189471
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Troms,301,54.569,5516,664342.625,152295.938
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Vest-Agder,303,51.777,5852,646869.625,167221.672
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Vestfold,432,54.020,7997,928227.125,234596.219
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,40,M,Østfold,670,72.035,9301,1488461.375,329170.875
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Akershus,1605,90.930,17651,2831836.250,627069.750
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Aust-Agder,357,97.728,3653,575416.875,140421.172
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Buskerud,927,109.471,8468,1745595.375,399298.031
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Finnmark,277,116.191,2384,456208,118356.539
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Hedmark,783,117.180,6682,1502665.875,332646.031
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Hordaland,1309,89.830,14572,2259799,517767.688
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Møre og Romsdal,772,91.741,8415,1298408.125,303232.750
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Nordland,882,109.783,8034,1604255,381228.531
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Nord-Trøndelag,453,107.550,4212,810773.500,184817.531
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Oppland,655,102.681,6379,1138865.625,276401.125
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Oslo,1556,91.610,16985,2948312.500,671668.938
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Rogaland,1175,90.121,13038,2070166.875,492519.750
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Sogn og Fjordane,355,99.803,3557,507412.188,128873.141
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Sør-Trøndelag,773,85.076,9086,1333991.875,309343.500
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Telemark,602,102.381,5880,1003037,242063.344
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Troms,510,98.722,5166,914510.375,213761.203
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Vest-Agder,498,94.104,5292,840819.625,196918.641
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Vestfold,797,100.201,7954,1438167.875,356591.750
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,F,Østfold,1160,127.936,9067,2058411.500,471506.562
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Akershus,1911,103.847,18402,4487233.500,1007555.125
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Aust-Agder,369,100.435,3674,824354.125,212862.672
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Buskerud,926,107.574,8608,2331711.750,524966.375
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Finnmark,274,110.752,2474,579528.938,156547.422
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Hedmark,900,134.409,6696,2151255.250,472650.062
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Hordaland,1500,98.103,15290,4050968,836247.938
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Møre og Romsdal,779,88.422,8810,1928892,446247.625
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Nordland,887,105.282,8425,2001579.625,481495.094
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Nord-Trøndelag,421,94.015,4478,928857.688,207166.328
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Oppland,773,116.838,6616,1783729.125,428189.938
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Oslo,1658,95.200,17416,4229300,919212.938
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Rogaland,1204,89.364,13473,2883266.500,661003.938
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Sogn og Fjordane,349,92.918,3756,738263.500,173227.672
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Sør-Trøndelag,849,89.228,9515,1803247.250,412246.969
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Telemark,612,102.017,5999,1341502.250,329949.875
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Troms,562,104.870,5359,1194163.625,297528.594
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Vest-Agder,569,104.634,5438,1313676.875,331509.781
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Vestfold,765,97.589,7839,1827624.375,434204.781
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,45,M,Østfold,1220,135.001,9037,2800688.750,634711.312
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Akershus,2468,157.177,15702,4971424,1120699.750
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Aust-Agder,555,156.913,3537,1102790.875,261581.797
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Buskerud,1455,177.699,8188,2946388,640673.125
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Finnmark,427,183.026,2333,798048.375,202964.391
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Hedmark,1256,191.609,6555,2759937.750,587367.062
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Hordaland,2033,148.394,13700,4193620,960350
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Møre og Romsdal,1269,155.591,8156,2394418.500,544133.312
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Nordland,1333,175.026,7616,2667008,636026.500
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Nord-Trøndelag,719,167.599,4290,1421670.375,344276.875
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Oppland,1065,172.609,6170,2093569.875,495454.781
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Oslo,2362,152.191,15520,4813541,1074894.250
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Rogaland,1873,159.079,11774,3806196.500,873300.125
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Sogn og Fjordane,568,167.849,3384,1024688.688,239657.719
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Sør-Trøndelag,1201,139.343,8619,2353144.750,526389.562
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Telemark,900,159.744,5634,1840169.875,453274.344
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Troms,826,165.997,4976,1626888.875,382514.719
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Vest-Agder,740,149.828,4939,1310068.750,324468.281
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Vestfold,1205,159.687,7546,2404101.750,562331.500
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,F,Østfold,1714,198.886,8618,4140864,834662.125
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Akershus,2805,176.504,15892,7101142,1616159.125
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Aust-Agder,628,173.098,3628,1498115.625,366800.469
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Buskerud,1598,191.469,8346,3998667.250,916138.375
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Finnmark,510,193.328,2638,1079061.500,277623.344
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Hedmark,1362,206.551,6594,3545454.500,774512.938
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Hordaland,2406,166.195,14477,5997435,1396195.375
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Møre og Romsdal,1429,165.202,8650,3453656,846143.438
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Nordland,1525,182.635,8350,3597010,879189.875
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Nord-Trøndelag,743,167.267,4442,1737861,423176.062
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Oppland,1159,184.144,6294,2809174.750,686746.750
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Oslo,2552,166.373,15339,6485740.500,1483274.875
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Rogaland,2112,166.129,12713,5217908,1242710.750
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Sogn og Fjordane,604,163.508,3694,1353788,306931.094
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Sør-Trøndelag,1359,153.664,8844,3201851.500,750894.812
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Telemark,997,172.790,5770,2424303.750,583557.312
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Troms,880,164.547,5348,2018870.250,500113.562
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Vest-Agder,789,155.254,5082,1836646.500,477759.500
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Vestfold,1325,175.916,7532,3281887.500,784093.250
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,50,M,Østfold,1930,221.737,8704,5031414.500,1149122.750
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Akershus,3881,236.531,16408,8780861,1923345
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Aust-Agder,808,232.251,3479,1792966.125,416801.031
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Buskerud,2191,252.419,8680,5162610.500,1170358.625
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Finnmark,654,287.852,2272,1460885.125,381379.781
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Hedmark,2003,289.367,6922,4678191.500,1040473.375
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Hordaland,3175,232.533,13654,7851341.500,1665969.750
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Møre og Romsdal,1846,238.317,7746,4022667.500,947419.500
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Nordland,2073,269.641,7688,4711721,1153689.750
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Nord-Trøndelag,1084,256.629,4224,2492208,610881.875
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Oppland,1706,260.339,6553,3866215.250,901782.438
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Oslo,3447,220.340,15644,7665305.500,1740284.250
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Rogaland,2442,225.318,10838,5611193,1271700.250
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Sogn og Fjordane,797,250,3188,1663786.125,400525.906
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Sør-Trøndelag,1830,213.138,8586,3750020,873205
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Telemark,1473,255.862,5757,3233680.250,759400.375
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Troms,1201,241.359,4976,2617070.250,634907.125
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Vest-Agder,1123,231.929,4842,2293627,559226.375
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Vestfold,1832,244.789,7484,4525623,949045.750
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,F,Østfold,2686,289.971,9263,6513460.500,1474113
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Akershus,4577,278.966,16407,12714714,2824789.250
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Aust-Agder,961,260.152,3694,2563836,621280.312
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Buskerud,2469,284.447,8680,6584479.500,1526090.375
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Finnmark,746,278.774,2676,1769173.625,455579.031
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Hedmark,2232,313.792,7113,5966887,1374964.125
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Hordaland,3763,265,14200,10010657,2421445.250
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Møre og Romsdal,2141,252.031,8495,6247647,1360993.625
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Nordland,2304,275.170,8373,5707051.500,1398497
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Nord-Trøndelag,1201,266.889,4500,2966245.500,763258.250
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Oppland,1809,274.757,6584,4515663,1112237.750
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Oslo,4005,254.901,15712,10929634,2541752.750
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Rogaland,2979,259.676,11472,8000853.500,1918021.875
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Sogn og Fjordane,903,254.008,3555,2087838.375,492090.031
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Sør-Trøndelag,2098,240.293,8731,5166770.500,1187957.375
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Telemark,1672,283.390,5900,4195408,1047874.688
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Troms,1388,265.138,5235,3331388.500,831826.688
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Vest-Agder,1299,265.264,4897,3918993,868636.812
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Vestfold,2027,264.898,7652,5223755,1283529.375
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,55,M,Østfold,2902,312.749,9279,8111987.500,1881768
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Akershus,3836,312.225,12286,9171131,2053293
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Aust-Agder,789,302.067,2612,1733642.375,419789.500
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Buskerud,2061,329.338,6258,5721893.500,1205299
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Finnmark,621,374.548,1658,1410287.875,373044.438
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Hedmark,1903,361.856,5259,4632902.500,1057266.375
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Hordaland,3234,317.308,10192,7667938,1815063.500
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Møre og Romsdal,1920,323.559,5934,4222054,1018560.625
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Nordland,2126,351.057,6056,4849096.500,1241401.625
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Nord-Trøndelag,1145,339.561,3372,2624195.250,646387.375
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Oppland,1783,348.106,5122,4125200.250,991642.062
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Oslo,3256,284.466,11446,7877425.500,1776237.250
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Rogaland,2662,312.441,8520,6180630.500,1480729.500
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Sogn og Fjordane,854,348.714,2449,2005415.500,496747.969
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Sør-Trøndelag,1906,288.875,6598,4267944,1007079.312
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Telemark,1474,337.300,4370,3584660.500,861121.062
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Troms,1303,348.769,3736,2889941.250,718342.250
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Vest-Agder,1240,320.579,3868,2803229,708713.125
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Vestfold,1779,312.764,5688,4065506.250,999231.312
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,F,Østfold,2532,370.609,6832,6433721,1485677.375
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Akershus,4327,358.849,12058,12007090,2843820.250
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Aust-Agder,907,349.249,2597,2333545.500,597197.688
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Buskerud,2294,368.100,6232,6217461,1516449.250
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Finnmark,703,376.944,1865,1633503.250,440734.094
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Hedmark,2102,409.348,5135,5809586,1346095.625
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Hordaland,3666,359.729,10191,10141555,2516679.250
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Møre og Romsdal,2083,340.861,6111,5407387.500,1350514
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Nordland,2366,372.247,6356,6151806,1557371
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Nord-Trøndelag,1199,352.026,3406,2957313.500,761628.125
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Oppland,1830,370.445,4940,4714179,1230469.500
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Oslo,3965,351.476,11281,11190720,2655187.750
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Rogaland,3000,355.240,8445,8105693.500,1982879
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Sogn og Fjordane,901,340.257,2648,2123382.500,505137.625
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Sør-Trøndelag,2211,322.868,6848,5677096.500,1379678.875
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Telemark,1606,370.901,4330,4208748,1029983.750
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Troms,1434,355.655,4032,3398800.750,853923.125
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Vest-Agder,1339,359.753,3722,3547958.750,941004.625
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Vestfold,1886,345.992,5451,5027883,1258665.125
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,60,M,Østfold,2737,411.951,6644,7721125.500,1835305.375
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Akershus,3605,385.273,9357,8545946,1990392.875
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Aust-Agder,779,387.369,2011,1799938.250,442235.531
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Buskerud,1998,402.985,4958,4850611,1167489
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Finnmark,603,436.324,1382,1432531.250,385701.281
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Hedmark,1931,452.013,4272,4845986.500,1146920.250
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Hordaland,3252,386.453,8415,7558703,1832107.500
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Møre og Romsdal,1816,387.289,4689,4070301.500,1048912.250
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Nordland,2238,444.577,5034,5196041.500,1352038.625
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Nord-Trøndelag,1101,420.229,2620,2578683.500,637574.938
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Oppland,1730,420.720,4112,4033774,1048553.562
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Oslo,3178,363.283,8748,7373570,1801131.625
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Rogaland,2524,387.533,6513,5818635,1439607.875
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Sogn og Fjordane,848,405.354,2092,1956239.625,497559.406
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Sør-Trøndelag,1860,365.854,5084,4246277,1015285.125
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Telemark,1466,414.710,3535,3526879,892448.875
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Troms,1187,413.877,2868,2704931.750,697313.062
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Vest-Agder,1244,397.444,3130,2870029.250,696555.625
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Vestfold,1984,403.662,4915,4578590.500,1155279.125
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,F,Østfold,2585,451.528,5725,6368532,1560416.125
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,M,Akershus,3738,438.527,8524,10332376,2453233.750
Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),2004,65,M,Aust-Agder,908,442.927,2050,2409126.250,644161.188
