drug,year,age,gender,geography,antall unike pasienter,prevalens pr 1000,befolkning,aup,ddd
ADHD-midler,2013,Alle,F,Akershus,1176,4.116,285747,6436349.500,468431
ADHD-midler,2013,Alle,F,Aust-Agder,436,7.730,56401,2123816,184227.922
ADHD-midler,2013,Alle,F,Buskerud,645,4.781,134904,3899110.250,286342.125
ADHD-midler,2013,Alle,F,Finnmark,222,6.099,36400,1445349.625,100088.602
ADHD-midler,2013,Alle,F,Hedmark,634,6.501,97524,3510694.500,281210.656
ADHD-midler,2013,Alle,F,Hordaland,1104,4.444,248433,6377343,439192.188
ADHD-midler,2013,Alle,F,Møre og Romsdal,656,5.118,128164,3095239.500,230747.625
ADHD-midler,2013,Alle,F,Nordland,910,7.639,119128,5208827.500,383138.219
ADHD-midler,2013,Alle,F,Nord-Trøndelag,303,4.524,66974,1632196.125,132954.500
ADHD-midler,2013,Alle,F,Oppland,486,5.180,93826,2829696.500,219674.875
ADHD-midler,2013,Alle,F,Oslo,929,2.940,315960,5064619,360238.344
ADHD-midler,2013,Alle,F,Rogaland,1199,5.349,224164,6274298,480053.188
ADHD-midler,2013,Alle,F,Sogn og Fjordane,161,3.009,53501,675956.250,54010.215
ADHD-midler,2013,Alle,F,Sør-Trøndelag,810,5.384,150436,3850736.500,302593.281
ADHD-midler,2013,Alle,F,Telemark,524,6.093,86005,2747921.750,224792.672
ADHD-midler,2013,Alle,F,Troms,277,3.480,79597,1229653.750,93870.883
ADHD-midler,2013,Alle,F,Vest-Agder,446,5.040,88500,2640875.500,214273.250
ADHD-midler,2013,Alle,F,Vestfold,1004,8.316,120728,5768167.500,423256.969
ADHD-midler,2013,Alle,F,Østfold,969,6.821,142065,5714693.500,443975.812
ADHD-midler,2013,Alle,M,Akershus,1923,6.739,285341,11503182,802501.812
ADHD-midler,2013,Alle,M,Aust-Agder,553,9.728,56849,3085125,238267.078
ADHD-midler,2013,Alle,M,Buskerud,1156,8.519,135700,7220492,526308.375
ADHD-midler,2013,Alle,M,Finnmark,395,10.264,38484,2621731,197450.469
ADHD-midler,2013,Alle,M,Hedmark,1142,11.831,96530,7320162.500,552652.750
ADHD-midler,2013,Alle,M,Hordaland,1908,7.534,253267,12291838,774588.375
ADHD-midler,2013,Alle,M,Møre og Romsdal,1136,8.585,132322,5685508.500,406735.875
ADHD-midler,2013,Alle,M,Nordland,1403,11.589,121068,8199015,602496
ADHD-midler,2013,Alle,M,Nord-Trøndelag,590,8.698,67829,3180751,249836.297
ADHD-midler,2013,Alle,M,Oppland,818,8.727,93727,4507663.500,382864.062
ADHD-midler,2013,Alle,M,Oslo,1359,4.338,313293,8286356.500,557811
ADHD-midler,2013,Alle,M,Rogaland,2145,9.258,231704,12070339,870645.938
ADHD-midler,2013,Alle,M,Sogn og Fjordane,339,6.127,55325,1934086.625,140112.047
ADHD-midler,2013,Alle,M,Sør-Trøndelag,1431,9.289,154053,7979778,582307.625
ADHD-midler,2013,Alle,M,Telemark,752,8.828,85188,4491920,329547.500
ADHD-midler,2013,Alle,M,Troms,533,6.530,81618,2746276,203027.906
ADHD-midler,2013,Alle,M,Vest-Agder,739,8.313,88898,4421636,350467.094
ADHD-midler,2013,Alle,M,Vestfold,1390,11.673,119078,7838831.500,576149.062
ADHD-midler,2013,Alle,M,Østfold,1418,10.027,141415,8811545,660073.625
ADHD-midler,2013,0,F,Akershus,0,0,0,0,0
ADHD-midler,2013,0,F,Aust-Agder,,,3032,,
ADHD-midler,2013,0,F,Buskerud,0,0,0,0,0
ADHD-midler,2013,0,F,Finnmark,0,0,0,0,0
ADHD-midler,2013,0,F,Hedmark,0,0,0,0,0
ADHD-midler,2013,0,F,Hordaland,0,0,0,0,0
ADHD-midler,2013,0,F,Møre og Romsdal,0,0,0,0,0
ADHD-midler,2013,0,F,Nordland,0,0,0,0,0
ADHD-midler,2013,0,F,Nord-Trøndelag,0,0,0,0,0
ADHD-midler,2013,0,F,Oppland,0,0,0,0,0
ADHD-midler,2013,0,F,Oslo,0,0,0,0,0
ADHD-midler,2013,0,F,Rogaland,0,0,0,0,0
ADHD-midler,2013,0,F,Sogn og Fjordane,0,0,0,0,0
ADHD-midler,2013,0,F,Sør-Trøndelag,0,0,0,0,0
ADHD-midler,2013,0,F,Telemark,0,0,0,0,0
ADHD-midler,2013,0,F,Troms,,,4062,,
ADHD-midler,2013,0,F,Vest-Agder,0,0,0,0,0
ADHD-midler,2013,0,F,Vestfold,0,0,0,0,0
ADHD-midler,2013,0,F,Østfold,0,0,0,0,0
ADHD-midler,2013,0,M,Akershus,,,16780,,
ADHD-midler,2013,0,M,Aust-Agder,0,0,0,0,0
ADHD-midler,2013,0,M,Buskerud,,,7228,,
ADHD-midler,2013,0,M,Finnmark,0,0,0,0,0
ADHD-midler,2013,0,M,Hedmark,,,4536,,
