Valuedrug,Valuetime,Valueage,Valuegender,Valuegeography,SumAntall_unike_pasienter,SumPrevalens_pr_1000,SumBefolkning,SumSum_AUP,SumSum_DDD
ADHD-midler,2004,0 - 4,Mann,Hordaland,0,0,0,0,0
ADHD-midler,2004,0 - 4,Mann,Møre og Romsdal,0,0,0,0,0
ADHD-midler,2004,0 - 4,Mann,Nordland,,,6263,,
ADHD-midler,2004,0 - 4,Mann,Nord-Trøndelag,,,3587,,
ADHD-midler,2004,0 - 4,Mann,Oppland,0,0,0,0,0
ADHD-midler,2004,0 - 4,Mann,Oslo,,,16379,,
ADHD-midler,2004,0 - 4,Mann,Rogaland,0,0,0,0,0
ADHD-midler,2004,0 - 4,Mann,Sogn og Fjordane,,,3120,,
ADHD-midler,2004,0 - 4,Mann,Sør-Trøndelag,0,0,0,0,0
ADHD-midler,2004,0 - 4,Mann,Telemark,,,4232,,
ADHD-midler,2004,0 - 4,Mann,Troms,,,4328,,
ADHD-midler,2004,0 - 4,Mann,Vest-Agder,,,4691,,
ADHD-midler,2004,0 - 4,Mann,Vestfold,,,5885,,
ADHD-midler,2004,0 - 4,Mann,Østfold,0,0,0,0,0
ADHD-midler,2004,5 - 9,Kvinne,Akershus,32,1.828989483310471,17496,168515.34375,9563.5830078125
ADHD-midler,2004,5 - 9,Kvinne,Aust-Agder,20,5.846243788365975,3421,80284.296875,4583.66650390625
ADHD-midler,2004,5 - 9,Kvinne,Buskerud,23,3.019165135206091,7618,130301.796875,7645.29150390625
ADHD-midler,2004,5 - 9,Kvinne,Finnmark,,,2514,,
ADHD-midler,2004,5 - 9,Kvinne,Hedmark,12,2.183406113537118,5496,68290.109375,3986.33325195313
ADHD-midler,2004,5 - 9,Kvinne,Hordaland,19,1.250000000000000,15200,82492.0078125,5151.20849609375
ADHD-midler,2004,5 - 9,Kvinne,Møre og Romsdal,21,2.608047690014903,8052,65883.1640625,3513.36669921875
ADHD-midler,2004,5 - 9,Kvinne,Nordland,28,3.575989782886335,7830,114103.8515625,6500.58349609375
ADHD-midler,2004,5 - 9,Kvinne,Nord-Trøndelag,11,2.560521415270019,4296,70475.6015625,3818.7666015625
ADHD-midler,2004,5 - 9,Kvinne,Oppland,7,1.266280752532562,5528,32466.498046875,2167.54541015625
ADHD-midler,2004,5 - 9,Kvinne,Oslo,26,1.887340301974448,13776,82757.59375,5411.08349609375
ADHD-midler,2004,5 - 9,Kvinne,Rogaland,26,1.799307958477509,14450,94374.6015625,6038.66650390625
ADHD-midler,2004,5 - 9,Kvinne,Sogn og Fjordane,10,2.762430939226519,3620,50949.6015625,2643.16674804688
ADHD-midler,2004,5 - 9,Kvinne,Sør-Trøndelag,10,1.128795575121346,8859,30759,2005.31665039063
ADHD-midler,2004,5 - 9,Kvinne,Telemark,12,2.344207853096308,5119,79223.203125,3587.375
ADHD-midler,2004,5 - 9,Kvinne,Troms,9,1.794974072596729,5014,68883.8984375,2287.79174804688
ADHD-midler,2004,5 - 9,Kvinne,Vest-Agder,8,1.402278702892200,5705,51475.5,3066
ADHD-midler,2004,5 - 9,Kvinne,Vestfold,20,2.839295854628052,7044,107665.296875,5749.5
ADHD-midler,2004,5 - 9,Kvinne,Østfold,23,2.827984753473503,8133,138852.84375,8429.375
ADHD-midler,2004,5 - 9,Mann,Akershus,146,7.889333189235923,18506,802456.4375,44805.16796875
ADHD-midler,2004,5 - 9,Mann,Aust-Agder,43,11.777595179402903,3651,164183.90625,10889.4169921875
ADHD-midler,2004,5 - 9,Mann,Buskerud,105,13.049962714392245,8046,694208.0625,34136.546875
ADHD-midler,2004,5 - 9,Mann,Finnmark,26,9.651076466221232,2694,162192.40625,7758.33349609375
ADHD-midler,2004,5 - 9,Mann,Hedmark,84,13.972055888223553,6012,370945.96875,25656.900390625
ADHD-midler,2004,5 - 9,Mann,Hordaland,93,5.884586180713743,15804,456333.03125,26818.673828125
ADHD-midler,2004,5 - 9,Mann,Møre og Romsdal,103,12.126206734165293,8494,421604.46875,24011.625
ADHD-midler,2004,5 - 9,Mann,Nordland,109,13.289441599609851,8202,597276.25,32910.125
ADHD-midler,2004,5 - 9,Mann,Nord-Trøndelag,41,8.826695371367061,4645,251306.296875,13970.8330078125
ADHD-midler,2004,5 - 9,Mann,Oppland,55,9.388869921474906,5858,325988.28125,18373.80859375
ADHD-midler,2004,5 - 9,Mann,Oslo,125,8.510348583877996,14688,631662.4375,35714.3984375
ADHD-midler,2004,5 - 9,Mann,Rogaland,139,9.189475076028031,15126,710786.3125,42326.95703125
ADHD-midler,2004,5 - 9,Mann,Sogn og Fjordane,38,9.763617677286742,3892,235701.59375,11643.125
ADHD-midler,2004,5 - 9,Mann,Sør-Trøndelag,46,4.988072001734982,9222,254934,11152.2666015625
ADHD-midler,2004,5 - 9,Mann,Telemark,58,11.043412033511043,5252,277984.59375,16439.06640625
ADHD-midler,2004,5 - 9,Mann,Troms,37,6.800220547693439,5441,195891.09375,9990.25
ADHD-midler,2004,5 - 9,Mann,Vest-Agder,60,10.221465076660988,5870,220261.359375,17356
ADHD-midler,2004,5 - 9,Mann,Vestfold,72,9.638554216867470,7470,442653.5625,24567.625
ADHD-midler,2004,5 - 9,Mann,Østfold,76,8.979206049149338,8464,542200.8125,32716.625
ADHD-midler,2004,10 - 14,Kvinne,Akershus,102,5.766621438263229,17688,626497.1875,37372.58203125
ADHD-midler,2004,10 - 14,Kvinne,Aust-Agder,28,7.741222007188278,3617,153646.40625,9552.6669921875
ADHD-midler,2004,10 - 14,Kvinne,Buskerud,79,9.934607645875252,7952,731385.25,29316.8828125
ADHD-midler,2004,10 - 14,Kvinne,Finnmark,19,7.358636715724245,2582,79058.296875,4736
ADHD-midler,2004,10 - 14,Kvinne,Hedmark,42,7.000000000000000,6000,283413.90625,17001.501953125
ADHD-midler,2004,10 - 14,Kvinne,Hordaland,37,2.400415206954716,15414,245116.796875,13153.3330078125
ADHD-midler,2004,10 - 14,Kvinne,Møre og Romsdal,48,5.734767025089606,8370,239681.34375,12932.6669921875
ADHD-midler,2004,10 - 14,Kvinne,Nordland,78,9.701492537313433,8040,356511.125,20862.966796875
ADHD-midler,2004,10 - 14,Kvinne,Nord-Trøndelag,19,4.165753124314843,4561,152309.203125,8383.3330078125
ADHD-midler,2004,10 - 14,Kvinne,Oppland,21,3.586678052946200,5855,167932.046875,9597.4453125
ADHD-midler,2004,10 - 14,Kvinne,Oslo,73,5.682260449910485,12847,486412.4375,24424.083984375
ADHD-midler,2004,10 - 14,Kvinne,Rogaland,63,4.396984924623116,14328,393920.90625,20604.083984375
ADHD-midler,2004,10 - 14,Kvinne,Sogn og Fjordane,28,7.360672975814932,3804,209181.5,10523
ADHD-midler,2004,10 - 14,Kvinne,Sør-Trøndelag,30,3.286590709903593,9128,147306.203125,8186.61669921875
ADHD-midler,2004,10 - 14,Kvinne,Telemark,34,6.300963676797628,5396,286692.5,13956.125
ADHD-midler,2004,10 - 14,Kvinne,Troms,28,5.430566330488751,5156,176678,9089.0419921875
ADHD-midler,2004,10 - 14,Kvinne,Vest-Agder,23,3.975799481417459,5785,176552.5,9658
ADHD-midler,2004,10 - 14,Kvinne,Vestfold,32,4.347826086956522,7360,227197.703125,12432.4169921875
ADHD-midler,2004,10 - 14,Kvinne,Østfold,55,6.689369982972513,8222,344600.09375,20709.416015625
ADHD-midler,2004,10 - 14,Mann,Akershus,403,21.516284036305392,18730,2618095.5,149480.03125
ADHD-midler,2004,10 - 14,Mann,Aust-Agder,115,30.707610146862483,3745,638432.5,38762.3828125
ADHD-midler,2004,10 - 14,Mann,Buskerud,276,34.141514101929738,8084,2551406.5,119902.890625
ADHD-midler,2004,10 - 14,Mann,Finnmark,88,32.352941176470588,2720,719510.625,34143.125
ADHD-midler,2004,10 - 14,Mann,Hedmark,185,29.543276908335995,6262,1656809.5,92304
ADHD-midler,2004,10 - 14,Mann,Hordaland,196,12.034137655799104,16287,1366032,74983.9140625
ADHD-midler,2004,10 - 14,Mann,Møre og Romsdal,225,25.550760844878492,8806,1283963.5,72119.7421875
ADHD-midler,2004,10 - 14,Mann,Nordland,260,29.748283752860412,8740,1400883.75,83539.984375
ADHD-midler,2004,10 - 14,Mann,Nord-Trøndelag,69,14.471476510067114,4768,551096,31187.416015625
ADHD-midler,2004,10 - 14,Mann,Oppland,122,19.792342634652823,6164,873087.5625,51996.73046875
ADHD-midler,2004,10 - 14,Mann,Oslo,324,24.000000000000000,13500,2141897.75,112565
ADHD-midler,2004,10 - 14,Mann,Rogaland,332,21.608956001041395,15364,2513983.5,136286.984375
ADHD-midler,2004,10 - 14,Mann,Sogn og Fjordane,124,30.481809242871190,4068,1020539.5,48423.5
ADHD-midler,2004,10 - 14,Mann,Sør-Trøndelag,173,18.303004655099450,9452,1244565.75,62039.43359375
ADHD-midler,2004,10 - 14,Mann,Telemark,167,29.282833596352797,5703,1437292.375,75801.359375
ADHD-midler,2004,10 - 14,Mann,Troms,100,17.780938833570413,5624,673361.375,33713.91796875
ADHD-midler,2004,10 - 14,Mann,Vest-Agder,157,25.737704918032787,6100,1025950,62252.8984375
ADHD-midler,2004,10 - 14,Mann,Vestfold,180,23.225806451612903,7750,1461814,78161.34375
ADHD-midler,2004,10 - 14,Mann,Østfold,220,24.960290447016111,8814,1744306.5,100162.671875
ADHD-midler,2004,15 - 19,Kvinne,Akershus,64,4.201680672268908,15232,414242.375,20937.74609375
ADHD-midler,2004,15 - 19,Kvinne,Aust-Agder,32,9.329446064139942,3430,201544.171875,9870.8330078125
ADHD-midler,2004,15 - 19,Kvinne,Buskerud,61,8.347016967706623,7308,453861.1875,21772.791015625
ADHD-midler,2004,15 - 19,Kvinne,Finnmark,14,6.065857885615251,2308,97016.234375,5218.66064453125
ADHD-midler,2004,15 - 19,Kvinne,Hedmark,32,5.772005772005772,5544,247234.09375,14882
ADHD-midler,2004,15 - 19,Kvinne,Hordaland,37,2.618727440016986,14129,216507.59375,11733.900390625
ADHD-midler,2004,15 - 19,Kvinne,Møre og Romsdal,41,5.154639175257732,7954,171198.265625,10268.3330078125
ADHD-midler,2004,15 - 19,Kvinne,Nordland,47,6.195623517005009,7586,275894.90625,13617.8154296875
ADHD-midler,2004,15 - 19,Kvinne,Nord-Trøndelag,12,2.802428771602055,4282,70609.203125,4009.33325195313
ADHD-midler,2004,15 - 19,Kvinne,Oppland,15,2.830188679245283,5300,99593.125,6216.3271484375
ADHD-midler,2004,15 - 19,Kvinne,Oslo,66,5.438365194462755,12136,371500.5625,20708.958984375
ADHD-midler,2004,15 - 19,Kvinne,Rogaland,42,3.167420814479638,13260,226605.625,12558.994140625
ADHD-midler,2004,15 - 19,Kvinne,Sogn og Fjordane,11,3.047091412742382,3610,29549.099609375,1902.83337402344
ADHD-midler,2004,15 - 19,Kvinne,Sør-Trøndelag,32,3.830958936908895,8353,140672.203125,9455.9169921875
ADHD-midler,2004,15 - 19,Kvinne,Telemark,30,5.743825387708214,5223,226189.5,11850
ADHD-midler,2004,15 - 19,Kvinne,Troms,19,4.039115646258503,4704,100121.6015625,5131.66650390625
ADHD-midler,2004,15 - 19,Kvinne,Vest-Agder,31,5.873436907919667,5278,213780.09375,12141.6669921875
ADHD-midler,2004,15 - 19,Kvinne,Vestfold,39,5.483689538807649,7112,251818.796875,11350.375
ADHD-midler,2004,15 - 19,Kvinne,Østfold,43,5.680317040951123,7570,257276.796875,16082.6669921875
ADHD-midler,2004,15 - 19,Mann,Akershus,249,15.341014108804140,16231,1895472.625,100722
ADHD-midler,2004,15 - 19,Mann,Aust-Agder,78,21.903959561920809,3561,480244.8125,25138.083984375
ADHD-midler,2004,15 - 19,Mann,Buskerud,191,24.792315680166147,7704,1656098.25,77308.0390625
ADHD-midler,2004,15 - 19,Mann,Finnmark,50,20.466639377814163,2443,276043,13678
ADHD-midler,2004,15 - 19,Mann,Hedmark,114,19.467213114754098,5856,925221.875,52582.91796875
ADHD-midler,2004,15 - 19,Mann,Hordaland,112,7.475637431584568,14982,813498.0625,45309.79296875
ADHD-midler,2004,15 - 19,Mann,Møre og Romsdal,150,17.591180954614753,8527,872277.3125,47696.20703125
ADHD-midler,2004,15 - 19,Mann,Nordland,126,15.334063526834611,8217,799149.5625,42029.91796875
ADHD-midler,2004,15 - 19,Mann,Nord-Trøndelag,55,12.098548174219094,4546,396666.25,21283.333984375
ADHD-midler,2004,15 - 19,Mann,Oppland,85,14.962154550255237,5681,631721.9375,37000.8359375
ADHD-midler,2004,15 - 19,Mann,Oslo,171,13.731630932305469,12453,1103524.625,59716.125
ADHD-midler,2004,15 - 19,Mann,Rogaland,163,11.725775124091792,13901,1197443.75,61456.54296875
ADHD-midler,2004,15 - 19,Mann,Sogn og Fjordane,71,18.038617886178862,3936,533931.8125,23436.232421875
ADHD-midler,2004,15 - 19,Mann,Sør-Trøndelag,104,12.284431845027167,8466,627173.1875,35685.58203125
ADHD-midler,2004,15 - 19,Mann,Telemark,105,19.139628144367481,5486,861854.6875,45160.41796875
ADHD-midler,2004,15 - 19,Mann,Troms,48,9.607686148919135,4996,291392.3125,14549.6669921875
ADHD-midler,2004,15 - 19,Mann,Vest-Agder,105,18.398458033993342,5707,620790,38256
ADHD-midler,2004,15 - 19,Mann,Vestfold,119,16.373142542652724,7268,1073757.25,55335.04296875
ADHD-midler,2004,15 - 19,Mann,Østfold,138,17.136470880417236,8053,1036804.875,57115.08984375
ADHD-midler,2004,20 - 24,Kvinne,Akershus,16,1.259644150527476,12702,33890.19921875,4651.3330078125
ADHD-midler,2004,20 - 24,Kvinne,Aust-Agder,,,3216,,
ADHD-midler,2004,20 - 24,Kvinne,Buskerud,10,1.484340210776310,6737,155547.1875,4914.0810546875
ADHD-midler,2004,20 - 24,Kvinne,Finnmark,,,1998,,
ADHD-midler,2004,20 - 24,Kvinne,Hedmark,9,1.854140914709518,4854,38279.1015625,4432.66650390625
ADHD-midler,2004,20 - 24,Kvinne,Hordaland,10,0.725794745246044,13778,41934.6015625,4421.3330078125
ADHD-midler,2004,20 - 24,Kvinne,Møre og Romsdal,15,1.980459466596250,7574,49488.91015625,5232.66650390625
ADHD-midler,2004,20 - 24,Kvinne,Nordland,14,2.038439138031450,6868,44792.44921875,3118.75
ADHD-midler,2004,20 - 24,Kvinne,Nord-Trøndelag,,,3796,,
ADHD-midler,2004,20 - 24,Kvinne,Oppland,,,4970,,
ADHD-midler,2004,20 - 24,Kvinne,Oslo,22,1.380002509095471,15942,96866.296875,6028
ADHD-midler,2004,20 - 24,Kvinne,Rogaland,13,1.031500436404031,12603,51894.19921875,5000.66650390625
ADHD-midler,2004,20 - 24,Kvinne,Sogn og Fjordane,6,1.813784764207981,3308,11428.7998046875,1094
ADHD-midler,2004,20 - 24,Kvinne,Sør-Trøndelag,6,0.735474380975729,8158,11952,1202.66662597656
ADHD-midler,2004,20 - 24,Kvinne,Telemark,8,1.688119856509812,4739,68465.3984375,2300.66674804688
ADHD-midler,2004,20 - 24,Kvinne,Troms,,,4440,,
ADHD-midler,2004,20 - 24,Kvinne,Vest-Agder,13,2.525252525252525,5148,86042.203125,5367
ADHD-midler,2004,20 - 24,Kvinne,Vestfold,19,3.056628056628057,6216,170204.875,7230.26806640625
ADHD-midler,2004,20 - 24,Kvinne,Østfold,5,0.698324022346369,7160,26740.158203125,1960.66662597656
ADHD-midler,2004,20 - 24,Mann,Akershus,53,3.985561738607309,13298,182744.09375,15988
ADHD-midler,2004,20 - 24,Mann,Aust-Agder,22,6.358381502890173,3460,102137.5,6067.66650390625
ADHD-midler,2004,20 - 24,Mann,Buskerud,46,6.601607347876005,6968,426115.8125,18740.416015625
ADHD-midler,2004,20 - 24,Mann,Finnmark,,,2108,,
ADHD-midler,2004,20 - 24,Mann,Hedmark,16,3.047619047619048,5250,76734.6015625,6930.3330078125
ADHD-midler,2004,20 - 24,Mann,Hordaland,26,1.805555555555556,14400,99669.9765625,7420.5
ADHD-midler,2004,20 - 24,Mann,Møre og Romsdal,42,5.213505461767627,8056,140279.71875,11512.5
ADHD-midler,2004,20 - 24,Mann,Nordland,23,3.107268305863280,7402,134321,7434.66650390625
ADHD-midler,2004,20 - 24,Mann,Nord-Trøndelag,18,4.617752693689071,3898,72607.65625,6006
ADHD-midler,2004,20 - 24,Mann,Oppland,15,2.861503243037009,5242,49624.80078125,3990
ADHD-midler,2004,20 - 24,Mann,Oslo,34,2.362259431668172,14393,157525.25,13343.666015625
ADHD-midler,2004,20 - 24,Mann,Rogaland,31,2.386451116243264,12990,144902.5,10087.4580078125
ADHD-midler,2004,20 - 24,Mann,Sogn og Fjordane,21,5.976095617529880,3514,126142.203125,6461.16650390625
ADHD-midler,2004,20 - 24,Mann,Sør-Trøndelag,28,3.334127173136461,8398,74160.6015625,8201
ADHD-midler,2004,20 - 24,Mann,Telemark,29,5.740300870942201,5052,195242.65625,10617.7001953125
ADHD-midler,2004,20 - 24,Mann,Troms,6,1.217038539553753,4930,17269.69921875,1152.33337402344
ADHD-midler,2004,20 - 24,Mann,Vest-Agder,50,8.906305664410403,5614,293523.90625,15918.5
ADHD-midler,2004,20 - 24,Mann,Vestfold,44,6.729886815539920,6538,348877.65625,18709.591796875
ADHD-midler,2004,20 - 24,Mann,Østfold,16,2.207505518763797,7248,50882.80078125,4656
ADHD-midler,2004,25 - 29,Kvinne,Akershus,13,0.996856069319837,13041,41378.69921875,4584.75
ADHD-midler,2004,25 - 29,Kvinne,Aust-Agder,6,2.044989775051125,2934,56612.6015625,3332.66650390625
ADHD-midler,2004,25 - 29,Kvinne,Buskerud,,,6916,,
ADHD-midler,2004,25 - 29,Kvinne,Finnmark,,,2104,,
ADHD-midler,2004,25 - 29,Kvinne,Hedmark,,,4686,,
ADHD-midler,2004,25 - 29,Kvinne,Hordaland,7,0.476417341591234,14693,25621.099609375,2594
ADHD-midler,2004,25 - 29,Kvinne,Møre og Romsdal,8,1.215805471124620,6580,15949.998046875,2850.33325195313
ADHD-midler,2004,25 - 29,Kvinne,Nordland,7,1.136179191689661,6161,31267.19921875,2973.33325195313
ADHD-midler,2004,25 - 29,Kvinne,Nord-Trøndelag,5,1.574307304785894,3176,36048.19921875,4258.66650390625
ADHD-midler,2004,25 - 29,Kvinne,Oppland,0,0,0,0,0
ADHD-midler,2004,25 - 29,Kvinne,Oslo,22,0.827005488309150,26602,72255.8984375,5729.41650390625
ADHD-midler,2004,25 - 29,Kvinne,Rogaland,5,0.390167772142021,12815,16917.80078125,1529.33325195313
ADHD-midler,2004,25 - 29,Kvinne,Sogn og Fjordane,,,2829,,
ADHD-midler,2004,25 - 29,Kvinne,Sør-Trøndelag,10,1.129943502824859,8850,29286.80078125,3251.33325195313
ADHD-midler,2004,25 - 29,Kvinne,Telemark,7,1.519756838905775,4606,71420.234375,2850.125
ADHD-midler,2004,25 - 29,Kvinne,Troms,,,4596,,
ADHD-midler,2004,25 - 29,Kvinne,Vest-Agder,8,1.616814874696847,4948,25514.099609375,1560.16662597656
ADHD-midler,2004,25 - 29,Kvinne,Vestfold,9,1.475168005245042,6101,51317.80078125,3812.25
ADHD-midler,2004,25 - 29,Kvinne,Østfold,5,0.691467293597013,7231,23199.400390625,2304
ADHD-midler,2004,25 - 29,Mann,Akershus,35,2.763303331754303,12666,155610.953125,13620.666015625
ADHD-midler,2004,25 - 29,Mann,Aust-Agder,10,3.146633102580239,3178,63672.80859375,4810
ADHD-midler,2004,25 - 29,Mann,Buskerud,25,3.576537911301860,6990,167352,7874.8583984375
ADHD-midler,2004,25 - 29,Mann,Finnmark,,,2277,,
ADHD-midler,2004,25 - 29,Mann,Hedmark,7,1.388337961126537,5042,29475.19921875,3563.66650390625
ADHD-midler,2004,25 - 29,Mann,Hordaland,26,1.729988688535498,15029,120052.3984375,11810.666015625
ADHD-midler,2004,25 - 29,Mann,Møre og Romsdal,21,2.957329953527672,7101,49534.8984375,4722.16650390625
ADHD-midler,2004,25 - 29,Mann,Nordland,14,2.085816448152563,6712,39161.69921875,2759.91650390625
ADHD-midler,2004,25 - 29,Mann,Nord-Trøndelag,8,2.393776181926990,3342,29688.19921875,3506.66650390625
ADHD-midler,2004,25 - 29,Mann,Oppland,8,1.600960576345807,4997,31024.30078125,3374
ADHD-midler,2004,25 - 29,Mann,Oslo,29,1.203119814138732,24104,131330.28125,9688.7197265625
ADHD-midler,2004,25 - 29,Mann,Rogaland,20,1.499475183685710,13338,101413,8474.5
ADHD-midler,2004,25 - 29,Mann,Sogn og Fjordane,7,2.334889926617745,2998,39858,3419.5
ADHD-midler,2004,25 - 29,Mann,Sør-Trøndelag,16,1.694915254237288,9440,53254,6124.66650390625
ADHD-midler,2004,25 - 29,Mann,Telemark,22,4.555808656036446,4829,113387.5,8773.3330078125
ADHD-midler,2004,25 - 29,Mann,Troms,6,1.256281407035176,4776,18953.599609375,1453.33325195313
ADHD-midler,2004,25 - 29,Mann,Vest-Agder,25,4.910626595953644,5091,115304.25,7686.41650390625
ADHD-midler,2004,25 - 29,Mann,Vestfold,29,4.730831973898858,6130,265276.21875,11723.8955078125
ADHD-midler,2004,25 - 29,Mann,Østfold,14,1.873661670235546,7472,63432.19921875,5422
ADHD-midler,2004,30 - 34,Kvinne,Akershus,10,0.559910414333707,17860,26694.900390625,3612.66650390625
ADHD-midler,2004,30 - 34,Kvinne,Aust-Agder,6,1.769911504424779,3390,39143.1015625,3007.33325195313
ADHD-midler,2004,30 - 34,Kvinne,Buskerud,9,1.041907849039129,8638,34364.53125,3661.2998046875
ADHD-midler,2004,30 - 34,Kvinne,Finnmark,,,2818,,
ADHD-midler,2004,30 - 34,Kvinne,Hedmark,,,5892,,
